ClassN1,ID,TextoTratado,CreateTime,TotalTimeTracked,dominant_topic,top_words
ERP,17659,criar usuario senha colaboradores matricula matricula irao registrar geolocalizacao enga coligada,16/06/2025 15:28:23,840,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17658,bloquear acessos estagiarios caldeira mails,16/06/2025 15:23:16,360,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17657,avaliassem possibilidade relatorio constando centro custo quantidade itens disponibilizados valores itens custo financeira gastos enviar,16/06/2025 15:17:53,5760,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17655,relatorio distrato filtrado coligada centro custo periodo retornando relatorio cliente lote quadra distrato medidas baixa atualizacao,16/06/2025 14:28:44,1320,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17654,detectamos login conta google necessaria ajudaremos proteger conta atividades seguranca enviado importantes conta google servicos relacionados,16/06/2025 13:57:13,0,8,"xml, sql, mysql, pdf, txt"
ERP,17653,cnpj campo atividade sap,16/06/2025 13:39:10,6480,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17652,entrar configuracao impressora ajustes teclado,16/06/2025 13:27:03,6300,4,"modelos, produtos, itens, fornecedores, cadastros"
Infrastructure,17651,unificando pastas adm seja realizada transferencia pasta central pagamentos recorrentes \financeiro\central pagamento recorrentes pasta administrativo \financeiro\administrativo necessario pasta administrativo permita acesso acessos bloqueados conseguem realizar,16/06/2025 12:11:58,540,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17650,agendar configuracao impressora computador certificar estabilizador apto computador,16/06/2025 11:37:42,1920,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17649,necessito sincronizacao pastas desktop,16/06/2025 11:30:16,1440,8,"xml, sql, mysql, pdf, txt"
ERP,17648,liberar permissao desbloquear lancamento financeiro usuaria permissao cancelar lancamento desbloquear consiga cancelar cancelar lancamento financeiro aparece bloqueados liberar funcao excluir lancamentos cancelar aparece lancamento bloqueado,16/06/2025 11:10:48,840,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17647,computador desconfigurou impressora conectada puder olhar,16/06/2025 10:55:04,1920,8,"xml, sql, mysql, pdf, txt"
ERP,17645,acesso xrm imobme bloqueados desligamento bloqueio acessos corretor novolar,16/06/2025 10:05:48,120,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17644,acesso xrm imobme bloqueados cancelamento acessos corretor teixeira xrm imobme,16/06/2025 10:01:42,240,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
Infrastructure,17643,computadores mesa gabinete conectando rede wifi tentamos varias maneiras reiniciamos rapidamente conecta desconecta volta funcionar acontecendo,16/06/2025 09:35:41,1920,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17642,regra habilitada reiniciar computadores,16/06/2025 09:11:59,1920,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17641,adiantamentos fornecedores pagamento adiantamento contabilizada vinculo baixa contabilizado seguem prints processo instrucoes reunir brevemente alinhamento,16/06/2025 09:10:48,3420,6,"ajustado, usado, explicado, solicitada, admitida"
Infrastructure,17640,computador recebendo enviando acontecendo dele,16/06/2025 08:35:33,0,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17639,fluig,16/06/2025 08:27:16,180,0,"first, seven, not, three, public"
Infrastructure,17636,fluig,16/06/2025 07:54:33,540,0,"first, seven, not, three, public"
Infrastructure,17635,fluig acesso,16/06/2025 07:32:00,480,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17634,orcado obra power contabil filtro obras orcado linha medido tcop,16/06/2025 07:09:34,11280,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17633,dispositivo offline minutos acionando condicao device,15/06/2025 15:28:37,720,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17631,dispositivo srv offline minutos acionando condicao device,15/06/2025 15:28:37,0,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17628,acessos shellon flow intranet sharepoint flow,14/06/2025 09:41:57,720,8,"xml, sql, mysql, pdf, txt"
ERP,17621,acessar atribuido,13/06/2025 17:47:06,480,6,"ajustado, usado, explicado, solicitada, admitida"
Infrastructure,17620,fosse verificada impressora escanear pedindo instalacao software instalado,13/06/2025 16:40:17,180,6,"ajustado, usado, explicado, solicitada, admitida"
ERP,17619,criar usuario senha valente matricula registrar geolocalizacao quadra coligada,13/06/2025 16:25:33,300,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17618,criar usuario senha matricula registrar geolocalizacao,13/06/2025 16:22:36,540,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17617,ajuste mudando custo alterados campos complementares incidir pedidos lancamentos forem explicar impactos,13/06/2025 15:58:47,3600,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17615,desligamento bloqueio acessos corretor cpf novolar bloqueado,13/06/2025 12:46:36,240,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17612,ajuste sgcc gestao orcamentaria,13/06/2025 11:48:18,540,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17611,retirar log excluiu boleto especifico mostrar retirar log,13/06/2025 11:35:06,2520,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17610,saturacao camera,13/06/2025 11:13:44,720,0,"first, seven, not, three, public"
ERP,17609,ajustar coligada relatorio inss agm rat,13/06/2025 10:28:48,660,0,"first, seven, not, three, public"
Infrastructure,17608,formalizacao troca teclado maquina,13/06/2025 10:26:44,300,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17607,instalem programa ucinet,13/06/2025 10:08:30,420,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17606,liberar acesso intranet sheillon,13/06/2025 09:20:24,180,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17604,energia sede presenca ligacoes wifi servidor,13/06/2025 08:51:28,8100,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17603,login poletti,13/06/2025 08:46:08,240,8,"xml, sql, mysql, pdf, txt"
ERP,17602,desenvolvimento cubo relatorios especifico planilhas gastos enviadas fosse criado cubo planilhas incluindo completos sac,13/06/2025 08:37:10,29400,7,"entregas, telas, ferias, pastas, obras"
ERP,17600,duvida compensacao solucao correta compensacao feriado colaboradores ficam devendo horas,13/06/2025 08:30:09,29100,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17597,movendo equipamentos caixas acessorios cpd liberar espaco,13/06/2025 07:58:35,9060,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17596,chapa coligada registrado aplicativo informando geolocalizacao gps ativado,12/06/2025 18:45:38,2520,6,"ajustado, usado, explicado, solicitada, admitida"
Infrastructure,17595,faca varredura nuvem arquivo pasta documento tenham principalmente pasta cliente ferbasa gere relatorio apresentando resultado varredura,12/06/2025 17:20:33,1800,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17594,patch maquina,12/06/2025 16:41:51,1920,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17593,instalacao patch somasrvw,12/06/2025 16:39:44,420,0,"first, seven, not, three, public"
Infrastructure,17590,avaliar vista seguranca software,12/06/2025 16:28:13,1380,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17589,criar acesso rede shellon,12/06/2025 16:27:28,1260,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17588,integrar lotes teste coligada coligada conferiu contabilidade enviar reinf sped fiscal amanha,12/06/2025 16:03:18,1500,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17587,acessar login senha cadastrei invalida seleciono esqueci senha recebo recuperar reinicializar senha spam lixo auxiliar login,12/06/2025 15:57:31,360,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17586,acha incluir coluna salario base cubo,12/06/2025 15:50:42,480,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17585,avaliar ecf parametrizada ambiente,12/06/2025 15:17:13,5700,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17584,alterou acesso anonimo mapas projeto desejar pessoas acessem item anonimamente remova,12/06/2025 14:53:22,0,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17575,tento importar funcionario aparece batidas dele,12/06/2025 14:25:36,1320,7,"entregas, telas, ferias, pastas, obras"
ERP,17574,realizar importacao acordo relogio deg andar registros coletados maio maio houve cadastro biometria maio registros incluidos portal meurh,12/06/2025 14:25:23,660,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
ERP,17573,lancando receita consorcio roscoe retc contabilidade aparece consorcio mrfgentileza,12/06/2025 14:09:44,1200,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17572,enviar status atual backup,12/06/2025 13:11:08,2280,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17571,espaco livre volume disco,12/06/2025 11:47:26,120,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17570,configurar monitor escala vpn notebook funciona configurar,12/06/2025 11:45:51,0,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17569,houve tentativa login bloqueada conta recomendamos atividade seguranca reconhecer conta remova recuperacao,12/06/2025 11:25:34,0,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17568,configuracao ddns redes wifi rede convidado acessa portal senha resultadossixtema definir limite conexao horas rede estudiosix secundario banda senha estudiosixrede integration coworking senha integrattionrede better every day interno senha,12/06/2025 11:23:15,5100,0,"first, seven, not, three, public"
Infrastructure,17566,instalar power inserindo conta pin administrador instalacao auxilio,12/06/2025 10:53:24,1200,0,"first, seven, not, three, public"
ERP,17565,acesso simples consulta contracheques,12/06/2025 09:59:09,720,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17564,incluir boleto lancamento apresentado,12/06/2025 09:49:27,60,6,"ajustado, usado, explicado, solicitada, admitida"
ERP,17563,testarem acesso documentacao resultado marcarei reuniao explicar cliente,12/06/2025 09:10:10,1200,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17562,licitacao assinado notebook funcionamento camera,12/06/2025 09:01:34,540,0,"first, seven, not, three, public"
Infrastructure,17561,notebook acessando servidor verificacao,12/06/2025 08:58:54,900,8,"xml, sql, mysql, pdf, txt"
ERP,17560,imprimir contrato fornecedor auxiliar,12/06/2025 08:38:15,840,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17559,relatorio reune relatorios salvos unico documento relatorio,12/06/2025 08:00:51,0,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17558,relatorio reune relatorios salvos separados unico documento relatorio,12/06/2025 08:00:37,0,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
Infrastructure,17557,dispositivo servidor offline minutos acionando condicao device,11/06/2025 18:46:27,0,8,"xml, sql, mysql, pdf, txt"
ERP,17555,colaboradora cadastrada,11/06/2025 16:58:13,1140,6,"ajustado, usado, explicado, solicitada, admitida"
Infrastructure,17554,urgencia encerre acessos colaborador,11/06/2025 16:49:59,720,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17553,criar usuario senha shellon matricula registrar geolocalizacao savassi coligada,11/06/2025 16:48:10,420,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17552,acesso sketchup teams,11/06/2025 16:27:35,2820,0,"first, seven, not, three, public"
ERP,17551,opcao ambiente teste liberar usuario,11/06/2025 16:11:30,1680,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17550,realizar tecnica gabinete vereador farmacia computador desligado resposta,11/06/2025 16:10:44,1320,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17549,conversado telefone contabilidade base calculo tributos pis cofins cumulativos cumulativos,11/06/2025 16:09:28,4260,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17548,periodo ferias cadastrado aguardando aprovacao,11/06/2025 16:03:59,240,7,"entregas, telas, ferias, pastas, obras"
ERP,17547,importar arquivo emprestimo consignado consegui labore opcao escolher evento lancamento,11/06/2025 15:46:14,7020,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17546,inacessivel verificarem,11/06/2025 15:05:27,720,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17545,estoque reuniao estoque,11/06/2025 15:04:37,1200,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17544,abrindo vermos atualizacao plataforma qive ativa migrou usuarios portal medidas baixa atualizacao,11/06/2025 11:36:46,8280,7,"entregas, telas, ferias, pastas, obras"
Infrastructure,17543,conta sena ativa funcionamento normal plataforma sat identificou problemas enviar conta,11/06/2025 10:43:23,900,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17542,regerei lancamentos coligada contabilidade refiz lancamentos entendi lancamentos ficariam vencimento,11/06/2025 10:29:20,8880,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17541,importar lancamentos folha maio coligada retc infraestrutura lote manha haja inconsistencia,11/06/2025 09:58:48,1080,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17540,marcar ferias,11/06/2025 09:34:26,9660,7,"entregas, telas, ferias, pastas, obras"
Infrastructure,17539,funcionamento camera notebook funcionando,11/06/2025 09:22:37,3300,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17538,internet funcionando notebook seja verificada situacao mau funcionamento internet notebook,11/06/2025 09:21:22,1500,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17537,relatorio reune relatorios salvos unico documento relatorio,11/06/2025 08:01:00,0,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17536,relatorio reune relatorios salvos separados unico documento relatorio,11/06/2025 08:00:48,0,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
Infrastructure,17535,avaliar renovacao aquisicao office,11/06/2025 07:18:31,13200,0,"first, seven, not, three, public"
Infrastructure,17534,licenca licenca criem financeiro rec formato ultimas licencas,10/06/2025 18:16:14,240,8,"xml, sql, mysql, pdf, txt"
ERP,17533,relatorio reporting calculando valores corretamente teria relatorio valores calcularem corretamente contratos lanco direto totvs gestao compras relatorio explicacoes acontecendo,10/06/2025 16:35:16,6840,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17531,acesso espelho cpf,10/06/2025 15:50:16,480,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17528,teria amarrar centro custo aba tabelas centro custo produto alterarmos centro custo aba tabelas atualize centro custo produto,10/06/2025 15:29:25,1740,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17527,emitir devolucao lancar frete campo despesas acessorias achei campo preencher,10/06/2025 15:27:48,9300,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17524,acessar salvos drive notebook download inicia campo trabalhando home office ressaltando conexao internet necessito acessar documentos urgencia,10/06/2025 14:08:21,17280,0,"first, seven, not, three, public"
ERP,17523,lancamento coligada usuario projeto enxoval concluir processo falha execucao formula apvr,10/06/2025 13:52:19,5580,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17522,acessar base antiga consultar pediu medidas atualizacao,10/06/2025 13:41:18,240,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17521,seja ajustado lancamento fgts emprestimo credito trabalhador lancamentos separados guias separadas lancamentos coligada iremos pagar guias subir lancamentos,10/06/2025 13:33:12,2700,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17520,liberar nisge estoril assistente antigo abri acesso funcionarios,10/06/2025 12:56:05,0,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17519,identificado pastas recebidos estrutura celan sumiram buscamos lixeira verificamos duplicidade encontramos pedir auxilio localizarmos documentacao envio print pastas ilustracao,10/06/2025 12:48:30,2160,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17518,horario colaboradores porteiros revezam escala matricula wani ruas matricula,10/06/2025 12:45:15,2040,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17517,enviar solicitacao ferias aprovacao completa indicando,10/06/2025 12:20:27,660,7,"entregas, telas, ferias, pastas, obras"
ERP,17516,lancamentos duplicaram cancelar compensacao causa excluir lancamento aparece cancelar compensacao excluir lancamento,10/06/2025 11:32:36,3300,3,"instalar, liberar, transferir, recuperar, portar"
Infrastructure,17515,entregue ethosconsultas dominio ethosconsultas encontrado verifique erros digitacao espacos desnecessarios,10/06/2025 11:06:27,6540,6,"ajustado, usado, explicado, solicitada, admitida"
ERP,17514,seja disponibilizado layout layout geracao sped ecf exercicio ano calendario,10/06/2025 10:57:35,5160,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17513,extensao biynao usuario,10/06/2025 10:05:32,4800,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17508,base produtos cadastrados defaults contratos ativos realizar base base antiga,10/06/2025 09:04:29,30420,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17503,sql relatorio clientes competencia coligada cliente aparece deveria aparecer contrato dele vence,09/06/2025 17:38:38,1440,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17501,acesso servidor porta,09/06/2025 17:27:28,960,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17498,analisar resultados phishing holerite mendonca resultado plataforma acordo acoes executou duvida,09/06/2025 16:07:31,720,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17494,tecnica presencial extensao rede sala ecocardiograma cabo chegar notebook conectando trocado software medware instalado nele instalacao impressora equipamento ultrassonografia,09/06/2025 15:26:11,10800,8,"xml, sql, mysql, pdf, txt"
ERP,17493,relatorio folha trazendo lancamentos centro custo,09/06/2025 14:59:16,1680,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17487,inclusao conta contabil custos consultando lancamentos facilitar identificacao determinados lancamentos,09/06/2025 11:46:01,4920,4,"modelos, produtos, itens, fornecedores, cadastros"
Infrastructure,17486,monitor melhorar configuracoes claridade,09/06/2025 11:04:42,180,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17485,identificamos erros geracao arquivo fornecedores cadastrados mei classificados mei fundacao mineira cultura imune tributacao iss fizemos ajustes manuais corrigir evitar erros futuramente,09/06/2025 10:41:04,5940,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17479,valores estando batendo campos integracao financeira item divergencia valores medidas atualizacao,09/06/2025 09:10:19,420,4,"modelos, produtos, itens, fornecedores, cadastros"
ERP,17478,execucao itens listados incluir campo especifico aquisicao compras prestacao servico registrar contrato negociado cliente criar relatorio fornecedor produtos valores pagos contrato vinculado melhoria contribuira controle movimentacoes compra gestao financeira contratos,09/06/2025 08:48:16,5760,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17374,ativacao reunioes comissao mista nexa contratacao plataforma meet gravacao reunioes periodo previsto dfp item nexa,06/06/2025 12:41:53,720,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17373,realizar migracao pasta alcoa juruti hospedada conta pasta projetos alcoa,06/06/2025 12:23:06,4080,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17372,auxilia liberou empresas chefe escritorio,06/06/2025 11:51:52,2460,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17371,operacionalizar situacao vender produto sucata comprador adiantamento emitida nota fiscal venda necessario baixar vincular adiantamento venda compensando nota fiscal adiantamento nota seja baixada,06/06/2025 11:08:06,2040,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17367,criar usuario senha colaboradora corsino espirito matricula registrar relogio fisico instalado escritorio,06/06/2025 09:09:05,480,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17366,recebendo reclamacoes cadastro atestados motivos motivos afastamento campo livre liberar opcoes,06/06/2025 08:54:28,1560,4,"modelos, produtos, itens, fornecedores, cadastros"
BI,17354,ajustar contabil aba considerar itens contabilizados origem labore,05/06/2025 13:49:32,4500,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17351,usuarios reclamando aprovado recebendo confirmacao emissao ordem compra,05/06/2025 11:52:30,9540,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17349,encaminho solicitando rateio impostos pis cofins centro custo planilhas print solucao media atualizacao,05/06/2025 11:32:08,15540,0,"first, seven, not, three, public"
ERP,17343,inativar tarefas pensamos alterar tarefas antigas solicitacao pedidos nestas deixaremos indicadas tarefas operacao alterando inativado xxxx entender viabilidade formula visual verifique tarefas especificas inativas permita alterar planilha atividade quantidades cronograma realizar requisicao,05/06/2025 08:31:31,4800,7,"entregas, telas, ferias, pastas, obras"
ERP,17340,coligada tera emissao nota fiscal venda produtos configurar emissao venda remessa materiais coligada agm parametrizacao emissao venda remessa,05/06/2025 07:42:26,10620,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17323,relatorio medicoes aba apresenta medicoes rateio tratadas centro custo valores repetidos relatorio,04/06/2025 13:32:00,2520,9,"encerrados, faturados, criadas, corrompidos, contabilizados"
ERP,17316,modo teste modo producao continuidade desenvolvimento etapa gera relatorio consumo unidade ocupacional melhorias modo suprimento producao,04/06/2025 08:04:18,24240,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17310,escopo desenvolvimento relatorio contabeis obras visao relatorio aba relatorio dre visao sintetica opcao detalhar linhas despesas administracao contas compoem somatorio excluir contas contas detalhadas aba entrada visao obra determinado trimestre semestre acumulado periodo podendo flag selecao,03/06/2025 15:20:04,43500,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17307,formula pensao alimenticia deduziu irrf ajuste envie deveria descontado colaborador devolver coligada chapa,03/06/2025 14:21:36,12540,5,"carrega, sinaliza, possuia, inclui, executou"
Infrastructure,17305,semana passada arquivo drive diversas pastas continuam explorer convivendo semanalmente problemas solucao definitiva,03/06/2025 13:32:11,1800,7,"entregas, telas, ferias, pastas, obras"
ERP,17304,social coligada consultar fgts digital valores referentes emprestimo fechando rescisao colaboradora matricula desconto emprestimo folha rescisao descontou,03/06/2025 11:38:54,1200,8,"xml, sql, mysql, pdf, txt"
ERP,17302,coloque chapa chefe supervisor secao aprovacao espelho,03/06/2025 10:57:01,420,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17301,relatorio opr baixando extensao excel pdf carrega relatorio baixa medidas atualizacao,03/06/2025 10:53:04,12720,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17299,atividade campo cmoc carregador notebook falhar parou funcionar ligar notebook,03/06/2025 10:23:02,0,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17298,criar formula desconto pensao alimenticia calcule salario liquido bruto inss irrf salario minimo desconta desconta salario minimo calculo feito ferias salario,03/06/2025 10:17:12,5400,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17293,mexerem maquina lenta travando conseguem,03/06/2025 09:05:02,17520,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,17282,acesso portal colaborador cosentino autorizado diretor fidalgo autorizar processo ferias processos gestao,02/06/2025 15:16:01,1260,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17276,instalacao configuracao smart view totvs consumo,02/06/2025 13:43:56,6780,0,"first, seven, not, three, public"
ERP,17255,audaz atende gestao processamento vale transporte passando mudanca precisaremos criar layout pedidos mensais regioes layout atual exportacao vale transporte grupos transporte diferentes rio card consorcio seguem instrucoes criacao parametrizacao layout feito formato txt importacao excel,02/06/2025 08:07:49,11400,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,17251,software alea instalar hec ras computador,30/05/2025 16:53:36,3420,8,"xml, sql, mysql, pdf, txt"
ERP,17224,desenvolver relatorio auxiliar calculo absenteismo existe planilha quase servir otimizar entrega planilha,29/05/2025 17:54:08,3120,3,"instalar, liberar, transferir, recuperar, portar"
ERP,17223,desenvolver relatorio processamento folha quantidades,29/05/2025 17:43:54,10440,7,"entregas, telas, ferias, pastas, obras"
ERP,17213,parametrizar labore sap bloquear acessos colaboradores situacoes afastados rotina tera rodar diariamente totvs possui funcionalidade dispare fluxos integracao sap eventos citados,29/05/2025 09:46:49,3840,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17201,dispositivo serverbd offline minutos acionando condicao device,28/05/2025 13:26:40,0,8,"xml, sql, mysql, pdf, txt"
Infrastructure,17188,maquina escritorio agendar formatarem maquina,28/05/2025 09:36:21,5280,1,"tolerancia, montagem, administracao, unidade, pasta"
Infrastructure,17186,programar formatacao computadores colaboradores verifiquei pessoas autocad instalado maquinas marcar agendarmos formatacoes gastariamos formatacao,28/05/2025 09:32:46,0,7,"entregas, telas, ferias, pastas, obras"
Infrastructure,17185,agendar formatacao maquina posteriormente instalar softwares maquina acesso remoto,28/05/2025 09:31:03,0,1,"tolerancia, montagem, administracao, unidade, pasta"
ERP,17137,criar relatorio busca folha empreendimentos duo high jardins mangabeiras salario bruto salario liquido ferias rescisoes beneficios encargos inss fgts irrf sinaliza tiver gerar enviar diretoria tecnica,26/05/2025 15:14:56,16800,4,"modelos, produtos, itens, fornecedores, cadastros"
BI,17129,consegui lista conversar gente quiser olhada destacados amarelo painel empreendimento desconsiderar escopo inicial horario proposto excelente noticia solucao painel suprimentos conseguimos ambiente producao mao envio verifiquei ribas precisaremos ajustar,26/05/2025 11:29:24,16320,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17099,relatorio prestacao contas layout saldo inicial conta centro custo alcada item cascata aprovacao,23/05/2025 09:29:57,18420,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,17022,demanda necessario direcionar demandas teams,19/05/2025 14:41:56,8460,7,"entregas, telas, ferias, pastas, obras"
ERP,17001,desenvolvimento relatorio visualizacao lancamentos painel custo contabil centro custo seguindo modelo relatorio custo gerencial campos pbi,19/05/2025 08:01:44,21060,2,"plano, agrupamento, tamanho, preco, moinho"
Infrastructure,16982,encaminhando maquina problemas durante perdi trabalho realizei atualizou tarefas horario melhor solucao creio entrara,16/05/2025 10:37:50,10260,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,16937,retc coligada reta trabalhar separada reta pediram replicar fluxo compras reta aprovacoes feitas liberacao movimentos planilha aprovadores centro custo desenvolvida usuario cliente,13/05/2025 16:32:38,3780,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,16881,seguem avaliacao cenario serabi reuniao solicitam automatizacao processo lancamento beneficios,09/05/2025 15:07:52,46560,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,16873,cadastro contrato inserido produto inserido criacao necessario bmir preco unitario quantidade contratada saldo dividindo total contrato preco unitario determinar quantidade contratada criterio aplicado produto,09/05/2025 10:36:54,2520,6,"ajustado, usado, explicado, solicitada, admitida"
Cyber Security,16687,formalizacao diagnostico lgpd,30/04/2025 12:01:55,0,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,16574,comissoes pagas saindo relatorio receber enviar verificacao competencias conferir enviando conferidas medidas atualizacao,24/04/2025 13:50:52,24540,7,"entregas, telas, ferias, pastas, obras"
ERP,16414,apontamentos,15/04/2025 09:25:07,69840,4,"modelos, produtos, itens, fornecedores, cadastros"
Infrastructure,16388,problemas roteador sala reuniao trava entra conflito conectar automacao funciona,14/04/2025 11:41:02,11400,5,"carrega, sinaliza, possuia, inclui, executou"
ERP,16336,arquivo importacao base teste tabela populada cctaanteriorsped cenario cliente explicado,10/04/2025 14:50:40,291600,2,"plano, agrupamento, tamanho, preco, moinho"
ERP,16047,modernizar memoria eventos sgcc,27/03/2025 16:28:10,10980,4,"modelos, produtos, itens, fornecedores, cadastros"
BI,15931,avaliar estimativa horas substituir banco mysql cvbi api painel empreendimentos fornecer acesso banco substituiu api,21/03/2025 16:10:57,0,3,"instalar, liberar, transferir, recuperar, portar"
ERP,14982,gerar notas fiscais comeco esperar departamento contabil forneca aliquota iss notas fiscais horas avulsas devemos esperar relatorio aprovacao clientes emissao haver mudancas clientes consorcio intermunicipal saude construtora necessario aguardar recebimento ordem compra,31/01/2025 10:32:07,60,7,"entregas, telas, ferias, pastas, obras"
ERP,14424,relatorios relatorios ficam financeiro aba parceiros medidas atualizacao relatorio,13/12/2024 11:59:41,0,4,"modelos, produtos, itens, fornecedores, cadastros"
